Age,Income,Gender,Expenses,City,Education,Marital Status,Date
55.0,63900.0,Male,48600.0,London,High School,,2023-01-12 12:57:32.025202520
57.0,45000.0,Male,30600.0,Rome,Master,Single,2023-01-12 13:49:57.299729973
37.0,42300.0,Male,26900.0,Paris,High School,Single,2023-01-12 14:42:22.574257425
52.0,52200.0,Female,26700.0,Paris,Bachelor,Married,2023-01-12 15:34:47.848784878
65.0,61600.0,Female,33700.0,London,High School,Single,2023-01-12 16:27:13.123312331
42.0,85700.0,Male,37400.0,Paris,Bachelor,Single,2023-01-12 17:19:38.397839783
52.0,62400.0,Male,44600.0,London,High School,Married,2023-01-12 18:12:03.672367236
42.0,67400.0,Male,35700.0,Berlin,High School,Widowed,2023-01-12 19:04:28.946894689
,42400.0,,28300.0,Paris,High School,Widowed,2023-01-12 19:56:54.221422142
35.0,,Female,18800.0,Berlin,Bachelor,Single,2023-01-12 20:49:19.495949594
63.0,50900.0,Female,29800.0,London,High School,,2023-01-12 21:41:44.770477047
35.0,51600.0,Male,32100.0,Madrid,Master,Married,2023-01-12 22:34:10.045004500
19.0,33800.0,Male,24400.0,Rome,High School,Married,2023-01-12 23:26:35.319531953
52.0,47400.0,Male,23000.0,London,Bachelor,Single,2023-01-13 00:19:00.594059405
33.0,56000.0,Male,31300.0,London,Master,Married,2023-01-13 01:11:25.868586858
58.0,55400.0,Male,25000.0,Berlin,Bachelor,Married,2023-01-13 02:03:51.143114311
53.0,57600.0,Male,24800.0,Paris,High School,Single,2023-01-13 02:56:16.417641764
50.0,54400.0,Female,34900.0,Paris,Master,Single,2023-01-13 03:48:41.692169216
21.0,42400.0,Male,20200.0,Rome,High School,Single,2023-01-13 04:41:06.966696669
50.0,42300.0,Female,17900.0,London,High School,Divorced,2023-01-13 05:33:32.241224122
31.0,32000.0,Male,24300.0,Paris,High School,Divorced,2023-01-13 06:25:57.515751575
38.0,76800.0,Female,47100.0,Berlin,High School,Single,2023-01-13 07:18:22.790279027
65.0,50200.0,Female,22800.0,London,Bachelor,Married,2023-01-13 08:10:48.064806480
37.0,46600.0,Female,19600.0,Paris,Bachelor,Single,2023-01-13 09:03:13.339333933
,36100.0,,16200.0,Paris,High School,Married,2023-01-13 09:55:38.613861386
,94000.0,,55300.0,Paris,High School,Single,2023-01-13 10:48:03.888388838
20.0,33900.0,Male,22600.0,Madrid,High School,Single,2023-01-13 11:40:29.162916291
34.0,43600.0,Male,28600.0,Madrid,High School,Divorced,2023-01-13 12:32:54.437443744
50.0,56200.0,Male,25700.0,Paris,High School,Married,2023-01-13 13:25:19.711971197
65.0,59000.0,Female,38600.0,Berlin,High School,Single,2023-01-13 14:17:44.986498649
29.0,64400.0,Female,36200.0,London,Bachelor,Single,2023-01-13 15:10:10.261026102
68.0,77100.0,Male,45200.0,London,Bachelor,Divorced,2023-01-13 16:02:35.535553555
39.0,57600.0,Male,41500.0,Paris,High School,Single,2023-01-13 16:55:00.810081008
39.0,34200.0,Male,18200.0,London,Master,Married,2023-01-13 17:47:26.084608460
63.0,46100.0,Female,21200.0,Paris,High School,Single,2023-01-13 18:39:51.359135913
47.0,54600.0,Male,40900.0,Paris,Bachelor,Single,2023-01-13 19:32:16.633663366
55.0,81000.0,Male,39300.0,Paris,High School,Married,2023-01-13 20:24:41.908190819
55.0,29000.0,Male,15000.0,Paris,Bachelor,,2023-01-13 21:17:07.182718271
62.0,68000.0,Male,46400.0,Rome,High School,Single,2023-01-13 22:09:32.457245724
68.0,52700.0,Male,35500.0,Rome,Bachelor,Single,2023-01-13 23:01:57.731773177
25.0,62600.0,Male,45100.0,Berlin,High School,Married,2023-01-13 23:54:23.006300630
44.0,48500.0,Female,23000.0,Paris,High School,Married,2023-01-14 00:46:48.280828082
44.0,37400.0,Male,20200.0,London,Bachelor,Married,2023-01-14 01:39:13.555355535
51.0,61300.0,Male,27600.0,London,Bachelor,,2023-01-14 02:31:38.829882988
38.0,,Female,36900.0,Paris,High School,Single,2023-01-14 03:24:04.104410441
47.0,64600.0,Female,33400.0,Paris,High School,Single,2023-01-14 04:16:29.378937893
50.0,49800.0,Female,33600.0,London,High School,Married,2023-01-14 05:08:54.653465346
45.0,41000.0,Male,16400.0,Paris,High School,Single,2023-01-14 06:01:19.927992799
64.0,26600.0,Female,11300.0,Berlin,High School,Married,2023-01-14 06:53:45.202520252
50.0,62300.0,Male,35700.0,London,High School,Married,
22.0,56400.0,Female,44200.0,Paris,Bachelor,Married,2023-01-14 08:38:35.751575157
65.0,35500.0,Male,26900.0,London,Bachelor,Divorced,2023-01-14 09:31:01.026102610
36.0,41900.0,Male,33400.0,Paris,Bachelor,,2023-01-14 10:23:26.300630063
21.0,43000.0,Male,24400.0,Paris,Bachelor,Married,2023-01-14 11:15:51.575157515
52.0,27800.0,Male,11600.0,Paris,Bachelor,Single,2023-01-14 12:08:16.849684968
66.0,37700.0,Female,19700.0,Berlin,High School,Single,2023-01-14 13:00:42.124212421
34.0,33000.0,Male,22100.0,Paris,Master,Married,2023-01-14 13:53:07.398739874
61.0,43800.0,Male,19900.0,London,Bachelor,Married,2023-01-14 14:45:32.673267326
45.0,38900.0,Male,20200.0,Paris,High School,Single,2023-01-14 15:37:57.947794779
47.0,25600.0,Male,10800.0,Paris,Master,Widowed,2023-01-14 16:30:23.222322232
46.0,80300.0,Female,47400.0,Paris,High School,Single,2023-01-14 17:22:48.496849685
63.0,68800.0,Female,33300.0,London,Bachelor,Married,2023-01-14 18:15:13.771377137
23.0,38300.0,Female,16700.0,London,High School,Married,2023-01-14 19:07:39.045904590
52.0,54100.0,Male,30500.0,Berlin,Master,Married,2023-01-14 20:00:04.320432043
58.0,56300.0,Male,30400.0,Paris,Bachelor,Married,2023-01-14 20:52:29.594959496
54.0,67900.0,Male,41800.0,Paris,Bachelor,Single,2023-01-14 21:44:54.869486948
41.0,37700.0,Male,26400.0,London,Bachelor,Widowed,2023-01-14 22:37:20.144014401
46.0,66400.0,Male,29500.0,Paris,Bachelor,Widowed,2023-01-14 23:29:45.418541854
66.0,,Female,29900.0,Paris,High School,Married,2023-01-15 00:22:10.693069306
63.0,30000.0,Male,12300.0,Paris,Master,Single,2023-01-15 01:14:35.967596759
48.0,60900.0,Male,35200.0,Berlin,High School,Single,2023-01-15 02:07:01.242124212
52.0,69400.0,Male,44100.0,London,Master,Single,2023-01-15 02:59:26.516651665
50.0,88800.0,Male,69500.0,Paris,Bachelor,Married,2023-01-15 03:51:51.791179117
69.0,,Female,20100.0,London,High School,Single,
38.0,60500.0,Male,28000.0,Berlin,High School,Single,2023-01-15 05:36:42.340234023
49.0,43900.0,Male,26600.0,Paris,High School,Married,2023-01-15 06:29:07.614761476
40.0,61800.0,Male,34500.0,Paris,Master,Divorced,2023-01-15 07:21:32.889288928
50.0,27900.0,Female,16500.0,London,High School,Single,2023-01-15 08:13:58.163816381
20.0,31100.0,Female,14900.0,London,High School,Married,2023-01-15 09:06:23.438343834
35.0,38400.0,Male,23100.0,Paris,High School,Married,2023-01-15 09:58:48.712871287
42.0,51200.0,Male,23600.0,London,High School,Widowed,2023-01-15 10:51:13.987398739
59.0,40400.0,Male,28200.0,London,High School,Married,2023-01-15 11:43:39.261926192
48.0,59900.0,Male,38200.0,Berlin,High School,Married,2023-01-15 12:36:04.536453645
20.0,65400.0,Female,28200.0,Paris,Master,,2023-01-15 13:28:29.810981098
57.0,59000.0,Female,44600.0,Paris,Bachelor,Widowed,2023-01-15 14:20:55.085508550
63.0,74300.0,Female,48000.0,London,Master,Divorced,2023-01-15 15:13:20.360036003
,56200.0,,29600.0,London,Bachelor,Single,2023-01-15 16:05:45.634563456
67.0,31700.0,Female,13300.0,Paris,High School,Married,2023-01-15 16:58:10.909090909
49.0,70500.0,Male,46000.0,Berlin,Master,Married,2023-01-15 17:50:36.183618361
64.0,40900.0,Female,22500.0,London,High School,Married,2023-01-15 18:43:01.458145814
39.0,63700.0,Male,48600.0,Berlin,High School,Single,2023-01-15 19:35:26.732673267
40.0,73600.0,Male,30500.0,Paris,High School,,2023-01-15 20:27:52.007200720
19.0,56900.0,Male,23600.0,Berlin,Bachelor,Married,2023-01-15 21:20:17.281728172
44.0,27600.0,Male,21500.0,London,High School,Single,2023-01-15 22:12:42.556255625
59.0,36200.0,Male,28500.0,Paris,Bachelor,Single,2023-01-15 23:05:07.830783078
19.0,69800.0,Female,28700.0,Paris,Master,Married,
43.0,47500.0,Male,32600.0,Paris,Bachelor,Single,2023-01-16 00:49:58.379837983
34.0,51200.0,Male,25000.0,London,High School,Married,2023-01-16 01:42:23.654365436
57.0,61400.0,Male,41800.0,Paris,Bachelor,Divorced,2023-01-16 02:34:48.928892889
50.0,60400.0,Male,45100.0,Rome,Master,Married,2023-01-16 03:27:14.203420342
26.0,54200.0,Female,23900.0,Madrid,High School,,2023-01-16 04:19:39.477947794
60.0,46900.0,Male,23200.0,Berlin,High School,Single,2023-01-16 05:12:04.752475247
65.0,45300.0,Male,18600.0,London,High School,Married,2023-01-16 06:04:30.027002700
56.0,62900.0,Female,26300.0,Berlin,High School,Widowed,2023-01-16 06:56:55.301530153
46.0,58300.0,Female,24000.0,Paris,Bachelor,Married,2023-01-16 07:49:20.576057605
59.0,46100.0,Male,33200.0,London,Bachelor,Married,2023-01-16 08:41:45.850585058
43.0,66200.0,Female,34400.0,Paris,High School,,2023-01-16 09:34:11.125112511
52.0,48100.0,Male,28700.0,Paris,Bachelor,Single,2023-01-16 10:26:36.399639964
67.0,37200.0,Female,26600.0,Paris,Bachelor,Married,2023-01-16 11:19:01.674167416
42.0,38600.0,Male,23100.0,London,Bachelor,Single,2023-01-16 12:11:26.948694869
41.0,35300.0,Female,20200.0,Paris,High School,Divorced,2023-01-16 13:03:52.223222322
30.0,45900.0,Male,18600.0,Berlin,High School,Single,2023-01-16 13:56:17.497749775
24.0,68500.0,Male,43000.0,Madrid,High School,Single,2023-01-16 14:48:42.772277227
53.0,37900.0,Male,17100.0,Paris,Master,Single,2023-01-16 15:41:08.046804680
62.0,52800.0,Male,37300.0,London,Bachelor,Single,2023-01-16 16:33:33.321332133
37.0,40100.0,Female,20200.0,Berlin,High School,Married,2023-01-16 17:25:58.595859586
18.0,46100.0,Male,30900.0,Paris,High School,Single,2023-01-16 18:18:23.870387038
25.0,27300.0,Male,18000.0,Madrid,Bachelor,Married,2023-01-16 19:10:49.144914491
63.0,46700.0,Male,30200.0,Madrid,High School,Married,2023-01-16 20:03:14.419441944
33.0,47100.0,Male,23900.0,Paris,High School,,
31.0,58100.0,Female,29400.0,Paris,High School,Single,2023-01-16 21:48:04.968496849
29.0,53300.0,Male,39700.0,Rome,High School,Divorced,
68.0,32000.0,Male,13000.0,Rome,High School,Single,2023-01-16 23:32:55.517551755
40.0,66300.0,Female,31300.0,London,High School,,2023-01-17 00:25:20.792079207
32.0,53200.0,Female,34300.0,Paris,Bachelor,Single,2023-01-17 01:17:46.066606660
45.0,53000.0,Male,38500.0,London,PhD,Married,2023-01-17 02:10:11.341134113
,49900.0,,27100.0,Paris,High School,Married,2023-01-17 03:02:36.615661566
19.0,42200.0,Female,27900.0,Madrid,High School,Single,2023-01-17 03:55:01.890189018
49.0,53300.0,Female,33200.0,Berlin,High School,Widowed,2023-01-17 04:47:27.164716471
40.0,57100.0,Female,24300.0,London,High School,Single,2023-01-17 05:39:52.439243924
39.0,23800.0,Female,15400.0,Paris,Bachelor,Single,2023-01-17 06:32:17.713771377
68.0,41900.0,Female,30400.0,Berlin,High School,Single,2023-01-17 07:24:42.988298829
42.0,46200.0,Female,36800.0,Paris,High School,Divorced,2023-01-17 08:17:08.262826282
39.0,,Female,22200.0,Paris,Bachelor,Single,2023-01-17 09:09:33.537353735
39.0,67900.0,Male,45100.0,London,Bachelor,Married,2023-01-17 10:01:58.811881188
66.0,38400.0,Male,21700.0,London,High School,Married,2023-01-17 10:54:24.086408640
69.0,42500.0,Male,17200.0,Berlin,High School,Single,2023-01-17 11:46:49.360936093
59.0,42300.0,Male,27300.0,Madrid,Bachelor,Married,2023-01-17 12:39:14.635463546
23.0,38000.0,Female,17100.0,Paris,High School,,2023-01-17 13:31:39.909990999
32.0,44800.0,Female,24700.0,London,High School,Married,2023-01-17 14:24:05.184518451
60.0,61600.0,Female,31100.0,London,Bachelor,Single,2023-01-17 15:16:30.459045904
,34200.0,,18600.0,Paris,High School,Divorced,2023-01-17 16:08:55.733573357
50.0,56400.0,Male,33700.0,Berlin,Master,Single,2023-01-17 17:01:21.008100810
25.0,24500.0,Female,13300.0,London,Bachelor,Married,2023-01-17 17:53:46.282628262
61.0,41600.0,Male,25800.0,Madrid,High School,Divorced,2023-01-17 18:46:11.557155715
61.0,45100.0,Male,22300.0,London,Bachelor,Single,2023-01-17 19:38:36.831683168
22.0,75100.0,Male,49100.0,Paris,Bachelor,Single,2023-01-17 20:31:02.106210621
56.0,45900.0,Female,34000.0,Paris,High School,Single,2023-01-17 21:23:27.380738073
21.0,17000.0,Male,8300.0,Paris,High School,Married,2023-01-17 22:15:52.655265526
23.0,20000.0,Female,12100.0,Paris,Bachelor,Married,2023-01-17 23:08:17.929792979
62.0,50500.0,Male,33300.0,London,Bachelor,Married,2023-01-18 00:00:43.204320432
49.0,59200.0,Male,37100.0,Paris,High School,Single,2023-01-18 00:53:08.478847884
69.0,55600.0,Male,30400.0,Rome,High School,Widowed,2023-01-18 01:45:33.753375337
47.0,52500.0,Male,34500.0,Paris,Master,Single,2023-01-18 02:37:59.027902790
64.0,67400.0,Female,27700.0,London,Bachelor,Married,2023-01-18 03:30:24.302430243
52.0,41900.0,Male,23000.0,Paris,Bachelor,Single,2023-01-18 04:22:49.576957695
57.0,63400.0,Female,38900.0,London,Bachelor,Single,2023-01-18 05:15:14.851485148
69.0,25500.0,Female,10400.0,Paris,High School,Single,2023-01-18 06:07:40.126012601
33.0,36400.0,Female,22000.0,Paris,PhD,Single,2023-01-18 07:00:05.400540054
30.0,22900.0,Male,15200.0,London,High School,Single,2023-01-18 07:52:30.675067506
67.0,45900.0,Female,32300.0,London,Bachelor,Single,2023-01-18 08:44:55.949594959
59.0,49300.0,Male,22000.0,London,High School,Single,2023-01-18 09:37:21.224122412
47.0,51700.0,Male,41200.0,London,Master,Married,2023-01-18 10:29:46.498649865
36.0,50900.0,Male,32700.0,Berlin,Bachelor,Single,2023-01-18 11:22:11.773177317
34.0,,Female,19700.0,Madrid,Bachelor,Single,2023-01-18 12:14:37.047704770
36.0,47100.0,Male,23500.0,Berlin,Master,Widowed,2023-01-18 13:07:02.322232223
45.0,27500.0,Male,17300.0,Paris,Master,Single,2023-01-18 13:59:27.596759676
43.0,70400.0,Male,,Rome,High School,Single,2023-01-18 14:51:52.871287128
54.0,45400.0,Male,27600.0,Madrid,High School,Single,2023-01-18 15:44:18.145814581
43.0,42700.0,Male,28400.0,Berlin,Bachelor,Married,2023-01-18 16:36:43.420342034
40.0,73800.0,Female,40100.0,London,Master,Single,2023-01-18 17:29:08.694869486
26.0,31400.0,Male,17400.0,Paris,High School,Single,2023-01-18 18:21:33.969396939
29.0,33100.0,Female,17000.0,Berlin,High School,Married,2023-01-18 19:13:59.243924392
18.0,33600.0,Male,22900.0,Madrid,Bachelor,Single,2023-01-18 20:06:24.518451845
18.0,49000.0,Female,26600.0,London,High School,Single,
64.0,56500.0,Male,26900.0,London,Bachelor,Single,2023-01-18 21:51:15.067506750
51.0,61100.0,Male,33500.0,Paris,High School,Single,2023-01-18 22:43:40.342034203
49.0,88600.0,Male,65700.0,Paris,Bachelor,Single,2023-01-18 23:36:05.616561656
65.0,16300.0,Male,11300.0,Berlin,Master,Single,2023-01-19 00:28:30.891089108
42.0,,Female,31600.0,Paris,High School,Married,2023-01-19 01:20:56.165616561
57.0,41600.0,Male,31700.0,London,High School,Single,2023-01-19 02:13:21.440144014
62.0,41200.0,Female,17700.0,Berlin,Bachelor,Single,2023-01-19 03:05:46.714671467
18.0,40700.0,Female,17100.0,Paris,High School,Single,2023-01-19 03:58:11.989198919
33.0,36400.0,Male,16400.0,Paris,Bachelor,Single,2023-01-19 04:50:37.263726372
56.0,75300.0,Male,33600.0,Berlin,High School,Single,2023-01-19 05:43:02.538253825
22.0,62600.0,Male,27200.0,Paris,Bachelor,Divorced,2023-01-19 06:35:27.812781278
39.0,50300.0,Male,33400.0,Paris,Master,Single,2023-01-19 07:27:53.087308730
46.0,70300.0,Male,45000.0,Berlin,High School,Married,2023-01-19 08:20:18.361836183
20.0,27300.0,Female,18000.0,Berlin,PhD,Divorced,2023-01-19 09:12:43.636363636
29.0,30000.0,Male,20300.0,Madrid,High School,Single,2023-01-19 10:05:08.910891089
43.0,17300.0,Male,12200.0,London,Bachelor,Married,2023-01-19 10:57:34.185418541
33.0,39500.0,Male,19100.0,London,High School,Married,2023-01-19 11:49:59.459945994
68.0,52400.0,Male,34000.0,Berlin,High School,Single,2023-01-19 12:42:24.734473447
54.0,,Female,32500.0,London,Bachelor,Single,2023-01-19 13:34:50.009000900
39.0,52200.0,Female,40600.0,London,High School,Single,2023-01-19 14:27:15.283528352
46.0,28800.0,Female,14200.0,London,High School,Single,2023-01-19 15:19:40.558055805
31.0,,Female,26300.0,Paris,High School,Married,2023-01-19 16:12:05.832583258
45.0,53600.0,Male,35500.0,London,Bachelor,Married,2023-01-19 17:04:31.107110711
,61000.0,,42500.0,Paris,High School,Married,2023-01-19 17:56:56.381638163
64.0,21600.0,Male,11100.0,Paris,High School,Single,2023-01-19 18:49:21.656165616
66.0,54700.0,Female,34400.0,Rome,Bachelor,Married,2023-01-19 19:41:46.930693069
47.0,32200.0,Female,13600.0,Paris,High School,Single,2023-01-19 20:34:12.205220522
63.0,44000.0,Male,34500.0,Paris,High School,Single,2023-01-19 21:26:37.479747974
69.0,58000.0,Male,25800.0,Paris,Bachelor,Married,2023-01-19 22:19:02.754275427
22.0,51400.0,Male,21900.0,London,Bachelor,,2023-01-19 23:11:28.028802880
29.0,37200.0,Female,15500.0,Madrid,Bachelor,Single,2023-01-20 00:03:53.303330333
33.0,50100.0,Male,28600.0,Berlin,Bachelor,Married,2023-01-20 00:56:18.577857785
43.0,27000.0,Female,11800.0,Berlin,High School,Single,2023-01-20 01:48:43.852385238
43.0,67300.0,Male,47000.0,Madrid,Bachelor,Single,2023-01-20 02:41:09.126912691
,46900.0,,35600.0,Madrid,High School,Single,2023-01-20 03:33:34.401440144
38.0,66800.0,Female,33700.0,Paris,High School,Single,2023-01-20 04:25:59.675967596
56.0,42100.0,Male,27400.0,London,High School,Single,2023-01-20 05:18:24.950495049
53.0,,Female,17600.0,Paris,Master,Married,2023-01-20 06:10:50.225022502
,38500.0,,21400.0,Paris,Bachelor,Single,2023-01-20 07:03:15.499549955
47.0,63100.0,Male,32600.0,London,PhD,Married,2023-01-20 07:55:40.774077407
54.0,,Female,19400.0,London,Master,Married,2023-01-20 08:48:06.048604860
40.0,59700.0,Male,39300.0,London,PhD,Single,2023-01-20 09:40:31.323132313
27.0,44300.0,Male,20000.0,Paris,High School,Married,2023-01-20 10:32:56.597659766
22.0,20400.0,Female,15200.0,Paris,Bachelor,Married,2023-01-20 11:25:21.872187218
53.0,41400.0,Male,27600.0,Paris,High School,Single,2023-01-20 12:17:47.146714671
51.0,32300.0,Male,22100.0,Berlin,Bachelor,Single,2023-01-20 13:10:12.421242124
69.0,50500.0,Female,39100.0,London,High School,Married,2023-01-20 14:02:37.695769576
48.0,32100.0,Male,24900.0,Rome,High School,Widowed,2023-01-20 14:55:02.970297029
27.0,63900.0,Female,39700.0,Berlin,Bachelor,Single,2023-01-20 15:47:28.244824482
36.0,48600.0,Female,29100.0,London,PhD,Divorced,2023-01-20 16:39:53.519351935
49.0,47300.0,Male,25300.0,Paris,Bachelor,Married,2023-01-20 17:32:18.793879387
18.0,59800.0,Male,41000.0,London,High School,Single,2023-01-20 18:24:44.068406840
22.0,64500.0,Male,39700.0,Berlin,Master,Divorced,2023-01-20 19:17:09.342934293
62.0,49700.0,Male,38400.0,London,High School,Divorced,2023-01-20 20:09:34.617461746
21.0,,Female,19000.0,Paris,Master,Single,2023-01-20 21:01:59.891989198
,23400.0,,12300.0,London,Master,Single,2023-01-20 21:54:25.166516651
41.0,39700.0,Male,20900.0,Paris,Bachelor,Divorced,2023-01-20 22:46:50.441044104
33.0,40700.0,Male,29400.0,Madrid,Bachelor,Single,2023-01-20 23:39:15.715571557
19.0,,Female,22700.0,London,Bachelor,Single,2023-01-21 00:31:40.990099009
66.0,44800.0,Male,26100.0,Paris,Bachelor,Widowed,2023-01-21 01:24:06.264626462
45.0,60300.0,Female,34400.0,Paris,High School,Single,2023-01-21 02:16:31.539153915
49.0,40800.0,Female,17500.0,Berlin,Bachelor,Married,2023-01-21 03:08:56.813681368
44.0,49100.0,Male,27700.0,Berlin,High School,Single,2023-01-21 04:01:22.088208820
37.0,67800.0,Male,41000.0,London,Bachelor,Single,2023-01-21 04:53:47.362736273
41.0,55100.0,Female,23500.0,London,Bachelor,Single,2023-01-21 05:46:12.637263726
29.0,49100.0,Male,29700.0,London,High School,Single,2023-01-21 06:38:37.911791179
67.0,41000.0,Male,32100.0,Paris,Master,Single,2023-01-21 07:31:03.186318631
52.0,,Female,32100.0,Madrid,High School,Married,2023-01-21 08:23:28.460846084
,37200.0,,22800.0,London,High School,Married,2023-01-21 09:15:53.735373537
50.0,41900.0,Male,25400.0,Paris,High School,Married,
68.0,61300.0,Male,31500.0,Paris,High School,Married,2023-01-21 11:00:44.284428442
60.0,46700.0,Male,37300.0,Paris,High School,Single,2023-01-21 11:53:09.558955895
54.0,29800.0,Male,15200.0,Paris,High School,Widowed,2023-01-21 12:45:34.833483348
29.0,76500.0,Male,44500.0,London,High School,Single,2023-01-21 13:38:00.108010801
,54800.0,,22000.0,Paris,High School,Single,2023-01-21 14:30:25.382538253
18.0,28900.0,Male,15600.0,Madrid,High School,Married,2023-01-21 15:22:50.657065706
50.0,43400.0,Male,18600.0,London,Bachelor,Single,2023-01-21 16:15:15.931593159
57.0,51700.0,Male,36100.0,Paris,Bachelor,Single,2023-01-21 17:07:41.206120612
27.0,75600.0,Male,47200.0,Paris,High School,Divorced,2023-01-21 18:00:06.480648064
