age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
39.0,blue-collar,married,primary,no,-100,yes,no,,5,may,680.0,2,-1,0,
44.0,services,married,tertiary,no,510,yes,no,,5,may,421.0,4,-1,0,
55.0,management,married,tertiary,no,685,yes,no,,5,may,174.0,3,-1,0,
46.0,management,single,tertiary,no,187,yes,no,,5,may,113.0,2,-1,0,
45.0,blue-collar,married,secondary,no,66,yes,no,,5,may,808.0,2,-1,0,
34.0,admin.,married,secondary,no,560,yes,no,,5,may,198.0,3,-1,0,
36.0,blue-collar,married,secondary,no,0,yes,no,,5,may,195.0,2,-1,0,
59.0,,divorced,,no,27,no,no,,5,may,347.0,3,-1,0,
31.0,admin.,single,secondary,no,12,yes,no,,5,may,208.0,2,-1,0,
44.0,blue-collar,single,secondary,no,34,yes,no,,5,may,404.0,4,-1,0,
33.0,entrepreneur,single,tertiary,no,1068,yes,no,,5,may,396.0,2,-1,0,
40.0,blue-collar,married,secondary,no,211,yes,no,,5,may,216.0,4,-1,0,
46.0,admin.,single,tertiary,no,377,yes,no,,5,may,98.0,2,-1,0,
48.0,management,married,tertiary,no,263,yes,no,,5,may,350.0,2,-1,0,
42.0,services,married,secondary,no,1263,yes,no,,6,may,114.0,2,-1,0,
27.0,services,married,secondary,no,8,yes,no,,6,may,88.0,3,-1,0,
48.0,admin.,married,secondary,no,126,yes,yes,,6,may,379.0,2,-1,0,
59.0,admin.,married,secondary,no,230,yes,no,,6,may,190.0,3,-1,0,
46.0,technician,married,tertiary,no,841,yes,no,,6,may,158.0,1,-1,0,
38.0,admin.,divorced,secondary,no,308,yes,no,,6,may,,1,-1,0,
43.0,management,divorced,tertiary,no,1,yes,no,,6,may,306.0,1,-1,0,
38.0,admin.,divorced,tertiary,no,86,yes,no,,6,may,218.0,1,-1,0,
23.0,student,single,secondary,no,157,yes,no,,6,may,54.0,1,-1,0,
34.0,services,married,secondary,no,22,yes,no,,6,may,344.0,1,-1,0,
38.0,admin.,married,secondary,no,46,yes,yes,,6,may,195.0,1,-1,0,
37.0,blue-collar,married,secondary,no,1293,no,no,,6,may,652.0,1,-1,0,
25.0,admin.,single,secondary,no,122,yes,no,,6,may,,1,-1,0,
48.0,blue-collar,married,,no,131,yes,no,,6,may,189.0,1,-1,0,
49.0,blue-collar,single,secondary,no,143,yes,no,,6,may,83.0,1,-1,0,
38.0,admin.,single,secondary,no,393,no,no,,6,may,184.0,2,-1,0,
43.0,blue-collar,married,primary,no,98,yes,no,,6,may,235.0,1,-1,0,
33.0,management,married,tertiary,no,0,yes,no,,6,may,290.0,1,-1,0,
55.0,blue-collar,married,secondary,no,224,yes,no,,6,may,232.0,1,-1,0,
38.0,blue-collar,married,secondary,no,757,yes,no,,6,may,133.0,1,-1,0,
49.0,services,married,secondary,no,245,yes,yes,,6,may,318.0,1,-1,0,
40.0,management,married,secondary,no,8486,no,no,,6,may,260.0,3,-1,0,
43.0,admin.,married,,no,350,no,no,,6,may,437.0,1,-1,0,
38.0,blue-collar,married,secondary,no,20,yes,no,,6,may,402.0,1,-1,0,
58.0,services,married,secondary,no,1667,yes,yes,,6,may,85.0,1,-1,0,
57.0,technician,married,,no,345,yes,no,,6,may,125.0,1,-1,0,
32.0,unemployed,married,secondary,no,10,yes,no,,6,may,501.0,4,-1,0,
56.0,management,married,tertiary,no,830,yes,yes,,6,may,1201.0,1,-1,0,
58.0,blue-collar,divorced,,no,29,yes,no,,6,may,253.0,1,-1,0,
60.0,retired,divorced,secondary,no,545,yes,no,,6,may,1030.0,1,-1,0,
37.0,technician,married,tertiary,no,8730,yes,no,,6,may,149.0,1,-1,0,
46.0,technician,divorced,tertiary,no,477,yes,no,,6,may,114.0,1,-1,0,
27.0,admin.,married,secondary,no,4,yes,no,,6,may,243.0,1,-1,0,
43.0,blue-collar,married,secondary,no,1205,yes,no,,6,may,769.0,2,-1,0,
32.0,technician,single,secondary,no,0,yes,yes,,6,may,135.0,3,-1,0,
40.0,admin.,single,secondary,no,263,yes,no,,6,may,231.0,1,-1,0,
38.0,admin.,married,secondary,no,1,no,no,,6,may,76.0,1,-1,0,
34.0,blue-collar,married,secondary,no,283,no,yes,,6,may,199.0,1,-1,0,
,blue-collar,married,primary,no,206,yes,no,,6,may,152.0,1,-1,0,
42.0,housemaid,married,primary,no,17,yes,no,,6,may,124.0,1,-1,0,
48.0,technician,married,secondary,no,141,yes,yes,,6,may,424.0,1,-1,0,
29.0,self-employed,single,tertiary,no,16,yes,no,,6,may,43.0,1,-1,0,
50.0,services,married,secondary,no,206,yes,no,,6,may,154.0,1,-1,0,
52.0,technician,married,,no,7,no,no,,6,may,,2,-1,0,
50.0,management,married,tertiary,no,0,no,no,,6,may,326.0,1,-1,0,
58.0,retired,married,tertiary,no,0,no,no,,6,may,393.0,1,-1,0,
46.0,blue-collar,divorced,primary,no,1927,yes,no,,6,may,241.0,3,-1,0,
38.0,technician,married,secondary,no,284,yes,no,,6,may,483.0,1,-1,0,
46.0,blue-collar,married,secondary,no,1660,yes,no,,6,may,259.0,1,-1,0,
32.0,services,single,secondary,no,406,yes,no,,6,may,227.0,1,-1,0,
51.0,blue-collar,married,primary,no,230,yes,no,,6,may,673.0,1,-1,0,
39.0,admin.,single,secondary,no,-25,yes,no,,6,may,576.0,1,-1,0,
48.0,admin.,married,secondary,no,182,yes,no,,6,may,180.0,2,-1,0,
36.0,entrepreneur,married,tertiary,no,1169,yes,no,,6,may,168.0,2,-1,0,
34.0,admin.,divorced,secondary,no,67,yes,no,,6,may,90.0,1,-1,0,
40.0,technician,married,secondary,no,77,no,no,,6,may,505.0,1,-1,0,
43.0,unemployed,married,secondary,no,0,yes,no,,6,may,245.0,1,-1,0,
52.0,blue-collar,divorced,primary,no,55,yes,yes,,6,may,186.0,1,-1,0,
33.0,technician,married,secondary,yes,72,yes,no,,6,may,623.0,1,-1,0,
49.0,management,single,tertiary,no,163,yes,no,,6,may,496.0,3,-1,0,
32.0,management,single,tertiary,no,151,yes,no,,6,may,118.0,1,-1,0,
39.0,admin.,single,secondary,no,113,yes,no,,6,may,342.0,1,-1,0,
40.0,blue-collar,married,secondary,no,0,yes,no,,6,may,225.0,1,-1,0,
38.0,technician,single,tertiary,no,9,yes,no,,6,may,185.0,3,-1,0,
43.0,management,married,secondary,no,375,yes,no,,6,may,196.0,2,-1,0,
39.0,services,married,secondary,no,1142,yes,no,,6,may,276.0,1,-1,0,
54.0,blue-collar,married,primary,no,2102,yes,no,,6,may,76.0,1,-1,0,
38.0,technician,single,tertiary,no,4325,yes,no,,6,may,87.0,1,-1,0,
,blue-collar,married,secondary,no,217,yes,no,,6,may,195.0,1,-1,0,
55.0,admin.,married,secondary,no,131,yes,no,,6,may,744.0,1,-1,0,
42.0,management,married,tertiary,no,1680,yes,no,,6,may,765.0,1,-1,0,
39.0,blue-collar,married,secondary,no,0,yes,no,,6,may,262.0,1,-1,0,
40.0,blue-collar,married,primary,no,46,yes,no,,6,may,119.0,1,-1,0,
32.0,blue-collar,married,secondary,no,320,yes,no,,6,may,198.0,2,-1,0,
55.0,admin.,married,secondary,no,183,yes,no,,6,may,150.0,1,-1,0,
45.0,blue-collar,married,secondary,no,39,no,no,,6,may,241.0,1,-1,0,
35.0,management,single,tertiary,no,560,yes,no,,6,may,181.0,1,-1,0,
58.0,technician,divorced,secondary,no,469,no,no,,6,may,196.0,1,-1,0,
35.0,admin.,married,secondary,no,530,yes,no,,6,may,149.0,1,-1,0,
49.0,services,married,primary,no,61,yes,no,,6,may,246.0,1,-1,0,
34.0,technician,single,tertiary,no,242,yes,no,,6,may,112.0,1,-1,0,
36.0,blue-collar,married,secondary,no,139,yes,no,,6,may,309.0,2,-1,0,
24.0,self-employed,single,secondary,no,0,yes,no,,6,may,278.0,1,-1,0,
34.0,technician,married,secondary,no,367,yes,no,,6,may,140.0,1,-1,0,
51.0,admin.,divorced,secondary,no,228,yes,no,,6,may,,1,-1,0,
39.0,technician,single,,no,45248,yes,no,,6,may,1623.0,1,-1,0,
50.0,self-employed,married,,no,-84,yes,no,,6,may,101.0,1,-1,0,
32.0,services,single,secondary,no,310,yes,no,,6,may,144.0,1,-1,0,
42.0,blue-collar,married,,no,132,yes,no,,6,may,238.0,1,-1,0,
50.0,technician,married,secondary,no,797,yes,no,,6,may,354.0,1,-1,0,
40.0,services,married,secondary,no,71,no,no,,6,may,79.0,1,-1,0,
46.0,management,divorced,,no,2,yes,no,,6,may,187.0,1,-1,0,
37.0,management,married,tertiary,no,231,yes,yes,,6,may,451.0,2,-1,0,
,blue-collar,married,secondary,no,270,yes,yes,,6,may,159.0,1,-1,0,
44.0,blue-collar,married,secondary,no,274,yes,yes,,6,may,409.0,1,-1,0,
40.0,admin.,single,secondary,no,-109,yes,yes,,6,may,170.0,1,-1,0,
37.0,technician,married,secondary,no,1,yes,no,,6,may,608.0,1,-1,0,
33.0,blue-collar,single,secondary,yes,-60,no,no,,6,may,243.0,1,-1,0,
35.0,blue-collar,married,secondary,no,89,yes,no,,6,may,145.0,2,-1,0,
58.0,blue-collar,divorced,secondary,no,-11,no,no,,6,may,112.0,1,-1,0,
39.0,blue-collar,married,primary,no,0,yes,no,,6,may,262.0,2,-1,0,
43.0,blue-collar,married,secondary,no,-509,yes,no,,6,may,124.0,1,-1,0,
39.0,unemployed,married,primary,no,408,yes,no,,6,may,53.0,1,-1,0,
36.0,services,single,primary,no,58,yes,no,,6,may,134.0,1,-1,0,
57.0,retired,single,secondary,no,1640,no,yes,,6,may,204.0,4,-1,0,
36.0,admin.,single,secondary,no,20,yes,no,,6,may,186.0,1,-1,0,
50.0,blue-collar,married,primary,no,71,yes,no,,6,may,678.0,1,-1,0,
55.0,blue-collar,married,secondary,no,52,yes,no,,6,may,182.0,1,-1,0,
44.0,self-employed,married,tertiary,no,292,yes,no,,6,may,162.0,1,-1,0,
44.0,services,divorced,secondary,no,424,yes,no,,6,may,27.0,1,-1,0,
39.0,housemaid,single,primary,no,109,yes,no,,6,may,699.0,3,-1,0,
46.0,blue-collar,married,,no,1044,yes,no,,6,may,43.0,1,-1,0,
39.0,blue-collar,married,secondary,no,983,yes,no,,6,may,97.0,1,-1,0,
34.0,admin.,married,secondary,no,869,no,no,,6,may,1677.0,1,-1,0,
40.0,blue-collar,married,primary,no,668,yes,no,,6,may,283.0,2,-1,0,
50.0,management,married,tertiary,no,964,yes,no,,6,may,323.0,1,-1,0,
31.0,management,single,secondary,no,301,yes,no,,6,may,82.0,1,-1,0,
37.0,admin.,single,secondary,no,140,yes,no,,6,may,310.0,1,-1,0,
39.0,management,single,secondary,no,1877,yes,no,,6,may,185.0,1,-1,0,
51.0,blue-collar,married,primary,no,1127,yes,no,,6,may,47.0,1,-1,0,
41.0,technician,married,secondary,no,871,yes,no,,6,may,145.0,1,-1,0,
41.0,technician,married,secondary,no,767,yes,yes,,6,may,204.0,1,-1,0,
43.0,blue-collar,married,secondary,no,0,no,no,,6,may,187.0,1,-1,0,
30.0,services,single,secondary,no,209,yes,no,,6,may,30.0,2,-1,0,
54.0,management,divorced,primary,no,0,no,no,,6,may,472.0,1,-1,0,
43.0,blue-collar,divorced,secondary,no,110,yes,yes,,6,may,448.0,1,-1,0,
59.0,management,divorced,tertiary,no,-76,yes,yes,,6,may,264.0,1,-1,0,
47.0,technician,married,,no,178,yes,no,,6,may,169.0,1,-1,0,
40.0,blue-collar,married,primary,no,-66,yes,no,,6,may,288.0,1,-1,0,
32.0,technician,married,secondary,no,0,yes,no,,6,may,176.0,2,-1,0,
29.0,blue-collar,married,secondary,no,1,yes,no,,6,may,215.0,1,-1,0,
36.0,blue-collar,married,secondary,no,0,yes,no,,6,may,337.0,1,-1,0,
55.0,unemployed,married,tertiary,no,5345,no,no,,6,may,278.0,1,-1,0,
30.0,blue-collar,divorced,secondary,no,-209,yes,no,,6,may,188.0,2,-1,0,
39.0,admin.,single,secondary,no,0,yes,no,,6,may,174.0,2,-1,0,
39.0,blue-collar,divorced,secondary,no,42,yes,no,,6,may,226.0,2,-1,0,
50.0,blue-collar,divorced,secondary,no,41,yes,no,,6,may,190.0,1,-1,0,
44.0,blue-collar,married,secondary,no,-99,yes,no,,6,may,111.0,2,-1,0,
37.0,technician,single,secondary,no,17,yes,no,,6,may,164.0,1,-1,0,
46.0,admin.,married,primary,no,276,yes,yes,,6,may,157.0,2,-1,0,
32.0,technician,single,,no,-170,no,no,,6,may,46.0,1,-1,0,
37.0,management,single,tertiary,no,230,yes,yes,,6,may,374.0,1,-1,0,
29.0,blue-collar,married,secondary,no,9,yes,no,,6,may,349.0,1,-1,0,
41.0,blue-collar,married,secondary,no,946,yes,no,,6,may,325.0,1,-1,0,
45.0,blue-collar,married,primary,no,1297,yes,no,,6,may,233.0,2,-1,0,
57.0,retired,divorced,secondary,no,-331,yes,no,,6,may,531.0,1,-1,0,
48.0,blue-collar,single,secondary,no,44,yes,no,,6,may,153.0,1,-1,0,
60.0,retired,married,secondary,yes,15,no,no,,6,may,80.0,1,-1,0,
26.0,admin.,single,secondary,no,712,yes,no,,6,may,232.0,1,-1,0,
58.0,retired,married,secondary,no,5435,yes,no,,6,may,118.0,1,-1,0,
34.0,admin.,married,secondary,no,507,yes,no,,6,may,190.0,1,-1,0,
55.0,unemployed,divorced,secondary,no,387,yes,no,,6,may,918.0,1,-1,0,
41.0,blue-collar,married,primary,no,0,yes,yes,,6,may,238.0,1,-1,0,
50.0,management,divorced,secondary,no,1716,yes,no,,6,may,82.0,1,-1,0,
49.0,entrepreneur,married,secondary,no,167,yes,yes,,6,may,198.0,3,-1,0,
44.0,admin.,married,,no,40,no,yes,,6,may,160.0,2,-1,0,
44.0,blue-collar,married,primary,no,148,yes,no,,6,may,211.0,1,-1,0,
31.0,technician,married,secondary,no,17,yes,yes,,6,may,120.0,1,-1,0,
34.0,blue-collar,single,tertiary,no,1011,yes,no,,6,may,136.0,1,-1,0,
46.0,management,single,,no,1527,yes,no,,6,may,269.0,1,-1,0,
42.0,management,married,tertiary,no,744,no,no,,6,may,157.0,1,-1,0,
52.0,admin.,married,secondary,no,484,yes,no,,6,may,128.0,1,-1,0,
29.0,management,single,tertiary,no,0,yes,no,,6,may,211.0,1,-1,0,
53.0,retired,married,primary,no,136,yes,no,,6,may,267.0,2,-1,0,
43.0,blue-collar,married,secondary,no,1335,yes,no,,6,may,371.0,2,-1,0,
38.0,management,married,secondary,no,517,yes,no,,6,may,288.0,2,-1,0,
46.0,management,married,tertiary,no,459,yes,no,,6,may,221.0,1,-1,0,
48.0,management,divorced,,no,549,yes,no,,6,may,427.0,1,-1,0,
30.0,admin.,divorced,secondary,no,83,yes,yes,,6,may,310.0,1,-1,0,
44.0,blue-collar,married,primary,no,213,no,no,,6,may,158.0,1,-1,0,
31.0,housemaid,married,primary,no,203,yes,no,,6,may,604.0,3,-1,0,
42.0,services,single,secondary,no,518,yes,no,,6,may,198.0,1,-1,0,
40.0,management,single,tertiary,no,3877,yes,no,,6,may,145.0,1,-1,0,
52.0,admin.,married,secondary,no,1236,yes,no,,6,may,247.0,1,-1,0,
45.0,blue-collar,divorced,secondary,no,756,yes,no,,6,may,179.0,2,-1,0,
48.0,blue-collar,married,secondary,no,157,yes,no,,6,may,73.0,1,-1,0,
45.0,blue-collar,married,primary,no,-66,yes,no,,6,may,263.0,2,-1,0,
34.0,blue-collar,married,,no,245,yes,no,,6,may,13.0,1,-1,0,
34.0,blue-collar,married,primary,no,-144,yes,no,,6,may,79.0,2,-1,0,
46.0,blue-collar,married,secondary,no,71,yes,no,,6,may,416.0,1,-1,0,
49.0,services,divorced,secondary,no,505,yes,no,,6,may,162.0,1,-1,0,
50.0,technician,married,primary,no,249,yes,no,,6,may,129.0,1,-1,0,
34.0,admin.,single,secondary,no,0,yes,no,,6,may,150.0,1,-1,0,
40.0,unemployed,single,secondary,no,11,yes,no,,6,may,43.0,1,-1,0,
36.0,admin.,married,secondary,no,639,yes,no,,6,may,191.0,1,-1,0,
59.0,blue-collar,divorced,,no,124,yes,no,,6,may,26.0,1,-1,0,
45.0,blue-collar,married,secondary,no,82,yes,no,,6,may,250.0,1,-1,0,
36.0,self-employed,married,tertiary,no,107,yes,no,,6,may,146.0,1,-1,0,
56.0,services,married,secondary,no,473,yes,no,,6,may,416.0,1,-1,0,
42.0,services,divorced,secondary,no,372,yes,yes,,6,may,121.0,2,-1,0,
30.0,admin.,married,secondary,no,46,yes,no,,6,may,114.0,2,-1,0,
30.0,student,single,tertiary,no,34,yes,no,,6,may,289.0,1,-1,0,
47.0,self-employed,married,,no,935,yes,no,,6,may,225.0,1,-1,0,
33.0,blue-collar,married,secondary,no,-10,yes,no,,6,may,123.0,1,-1,0,
36.0,admin.,married,secondary,no,-106,yes,no,,6,may,130.0,2,-1,0,
39.0,services,divorced,primary,no,471,yes,no,,6,may,161.0,2,-1,0,
56.0,admin.,divorced,secondary,no,778,yes,no,,6,may,149.0,2,-1,0,
39.0,blue-collar,divorced,,no,170,yes,no,,6,may,268.0,2,-1,0,
42.0,technician,married,secondary,no,315,yes,no,,6,may,259.0,2,-1,0,
52.0,blue-collar,married,secondary,no,3165,no,no,,6,may,26.0,1,-1,0,
36.0,admin.,divorced,secondary,no,131,yes,no,,6,may,153.0,1,-1,0,
35.0,entrepreneur,married,secondary,yes,204,yes,no,,6,may,424.0,2,-1,0,
47.0,technician,married,secondary,no,83,yes,no,,6,may,179.0,2,-1,0,
,services,divorced,secondary,no,0,yes,yes,,6,may,97.0,1,-1,0,
57.0,blue-collar,married,primary,no,5431,yes,yes,,6,may,383.0,1,-1,0,
38.0,management,married,,no,1759,yes,no,,6,may,440.0,1,-1,0,
46.0,unemployed,married,secondary,no,-125,yes,no,,6,may,23.0,1,-1,0,
34.0,blue-collar,married,secondary,no,0,no,no,,6,may,195.0,1,-1,0,
28.0,services,single,secondary,no,5090,yes,no,,6,may,1297.0,3,-1,0,
38.0,technician,married,,no,573,yes,no,,6,may,87.0,1,-1,0,
56.0,blue-collar,married,secondary,no,1602,yes,no,,6,may,427.0,1,-1,0,
41.0,blue-collar,single,primary,yes,-137,yes,yes,,6,may,189.0,1,-1,0,
52.0,technician,married,,no,0,no,no,,6,may,195.0,1,-1,0,
54.0,services,married,secondary,no,193,no,no,,6,may,179.0,1,-1,0,
61.0,retired,married,secondary,no,195,yes,yes,,6,may,179.0,1,-1,0,
53.0,entrepreneur,married,secondary,no,288,no,no,,6,may,69.0,1,-1,0,
47.0,technician,married,secondary,no,19,yes,no,,6,may,105.0,2,-1,0,
53.0,blue-collar,married,primary,no,25,yes,no,,6,may,266.0,3,-1,0,
46.0,services,married,secondary,no,216,yes,no,,6,may,524.0,2,-1,0,
39.0,blue-collar,divorced,primary,no,190,yes,yes,,6,may,96.0,2,-1,0,
56.0,technician,divorced,secondary,no,99,yes,no,,6,may,155.0,2,-1,0,
55.0,services,divorced,primary,no,2298,yes,no,,6,may,162.0,2,-1,0,
44.0,management,married,tertiary,no,17,yes,no,,6,may,352.0,2,-1,0,
37.0,technician,married,primary,no,0,yes,no,,6,may,76.0,4,-1,0,
35.0,blue-collar,married,primary,no,0,yes,no,,6,may,154.0,2,-1,0,
55.0,blue-collar,married,secondary,no,840,yes,no,,6,may,310.0,2,-1,0,
37.0,services,married,secondary,no,358,yes,no,,6,may,390.0,3,-1,0,
30.0,technician,single,secondary,no,0,yes,no,,6,may,369.0,1,-1,0,
37.0,blue-collar,married,primary,no,-325,yes,yes,,6,may,112.0,2,-1,0,
36.0,technician,single,secondary,no,-15,yes,no,,6,may,341.0,3,-1,0,
38.0,technician,married,secondary,no,581,yes,no,,6,may,79.0,1,-1,0,
41.0,admin.,divorced,primary,no,4070,yes,no,,6,may,140.0,2,-1,0,
48.0,retired,married,secondary,no,74,no,yes,,6,may,315.0,1,-1,0,
55.0,services,divorced,secondary,no,141,yes,no,,6,may,262.0,2,-1,0,
28.0,services,divorced,secondary,no,89,no,no,,6,may,174.0,2,-1,0,
54.0,services,married,secondary,yes,0,yes,no,,6,may,138.0,3,-1,0,
30.0,blue-collar,married,secondary,no,450,no,no,,6,may,526.0,2,-1,0,
48.0,technician,married,tertiary,no,310,no,no,,6,may,135.0,1,-1,0,
31.0,self-employed,married,secondary,no,0,yes,no,,6,may,,5,-1,0,
38.0,blue-collar,married,secondary,no,384,yes,no,,6,may,1906.0,3,-1,0,
37.0,blue-collar,married,secondary,no,395,yes,no,,6,may,219.0,2,-1,0,
37.0,services,single,,no,-118,yes,no,,6,may,147.0,2,-1,0,
56.0,blue-collar,married,primary,no,5,yes,yes,,6,may,407.0,2,-1,0,
51.0,blue-collar,married,secondary,no,50,yes,yes,,6,may,121.0,1,-1,0,
39.0,blue-collar,married,secondary,no,285,yes,yes,,6,may,209.0,1,-1,0,
49.0,technician,married,,no,15,no,no,,6,may,92.0,2,-1,0,
51.0,blue-collar,married,primary,no,653,yes,yes,,6,may,208.0,1,-1,0,
43.0,self-employed,married,secondary,no,918,yes,no,,6,may,193.0,1,-1,0,
32.0,services,married,secondary,no,243,yes,yes,,6,may,144.0,1,-1,0,
29.0,technician,single,tertiary,no,405,yes,no,,6,may,65.0,1,-1,0,
48.0,management,divorced,tertiary,no,1328,yes,no,,6,may,339.0,1,-1,0,
55.0,services,married,primary,no,255,yes,no,,6,may,285.0,1,-1,0,
53.0,blue-collar,married,secondary,no,3397,yes,no,,6,may,231.0,1,-1,0,
47.0,technician,married,,no,2106,yes,no,,6,may,168.0,1,-1,0,
39.0,management,married,tertiary,no,2877,yes,no,,6,may,278.0,1,-1,0,
31.0,blue-collar,single,tertiary,no,60,yes,yes,,6,may,389.0,1,-1,0,
39.0,blue-collar,married,primary,no,2226,yes,no,,6,may,158.0,1,-1,0,
40.0,blue-collar,married,primary,no,2880,yes,no,,6,may,145.0,2,-1,0,
40.0,technician,single,,no,-5,yes,no,,6,may,78.0,2,-1,0,
48.0,technician,married,secondary,no,147,no,no,,6,may,142.0,3,-1,0,
33.0,technician,divorced,secondary,no,7,yes,yes,,6,may,87.0,1,-1,0,
40.0,technician,married,secondary,no,109,yes,no,,6,may,147.0,2,-1,0,
59.0,retired,married,primary,no,-119,yes,no,,6,may,289.0,1,-1,0,
30.0,technician,married,secondary,no,484,yes,no,,6,may,703.0,1,-1,0,
31.0,management,single,tertiary,no,1852,yes,no,,6,may,170.0,3,-1,0,
35.0,unemployed,married,secondary,no,533,yes,no,,6,may,802.0,1,-1,0,
54.0,technician,divorced,secondary,no,21,yes,no,,6,may,381.0,2,-1,0,
34.0,admin.,single,,no,2434,yes,no,,6,may,218.0,4,-1,0,
32.0,technician,married,secondary,no,90,yes,yes,,6,may,57.0,2,-1,0,
56.0,admin.,divorced,,no,4246,yes,no,,6,may,304.0,2,-1,0,
32.0,admin.,single,tertiary,no,395,yes,no,,6,may,241.0,3,-1,0,
42.0,blue-collar,married,primary,no,15,yes,no,,6,may,230.0,1,-1,0,
33.0,services,married,tertiary,no,85,no,no,,6,may,262.0,3,-1,0,
52.0,entrepreneur,married,tertiary,no,-184,yes,yes,,6,may,392.0,2,-1,0,
52.0,services,married,secondary,no,660,no,no,,6,may,201.0,2,-1,0,
52.0,blue-collar,divorced,primary,yes,-183,yes,no,,6,may,145.0,1,-1,0,
30.0,unemployed,divorced,secondary,no,1144,yes,no,,6,may,252.0,1,-1,0,
44.0,services,divorced,secondary,no,1,yes,no,,6,may,235.0,4,-1,0,
35.0,admin.,married,secondary,no,69,yes,yes,,6,may,235.0,2,-1,0,
55.0,management,single,secondary,no,220,yes,no,,6,may,328.0,2,-1,0,
33.0,blue-collar,married,primary,no,332,yes,no,,6,may,116.0,2,-1,0,
37.0,blue-collar,single,secondary,no,240,yes,no,,6,may,246.0,1,-1,0,
42.0,technician,single,secondary,no,0,yes,no,,6,may,293.0,1,-1,0,
43.0,unemployed,married,secondary,no,0,yes,no,,6,may,37.0,2,-1,0,
38.0,entrepreneur,married,tertiary,no,898,yes,no,,6,may,132.0,2,-1,0,
,technician,married,secondary,no,123,yes,yes,,6,may,530.0,2,-1,0,
31.0,student,single,secondary,no,252,yes,no,,6,may,175.0,3,-1,0,
41.0,management,married,tertiary,no,65,yes,no,,6,may,524.0,2,-1,0,
41.0,technician,married,secondary,no,-366,yes,yes,,6,may,29.0,3,-1,0,
29.0,student,single,secondary,no,209,yes,no,,6,may,311.0,2,-1,0,
38.0,admin.,single,secondary,no,221,yes,no,,6,may,211.0,2,-1,0,
44.0,self-employed,divorced,tertiary,no,4,yes,no,,6,may,312.0,3,-1,0,
39.0,admin.,married,secondary,no,104,yes,no,,6,may,412.0,1,-1,0,
28.0,technician,single,secondary,no,312,yes,no,,6,may,392.0,1,-1,0,
33.0,blue-collar,married,secondary,no,-349,yes,no,,6,may,191.0,1,-1,0,
41.0,services,married,,no,4,no,no,,6,may,284.0,2,-1,0,
40.0,blue-collar,married,primary,no,-322,yes,yes,,6,may,144.0,1,-1,0,
29.0,admin.,married,secondary,no,-150,yes,no,,6,may,328.0,1,-1,0,
38.0,management,married,,no,1349,yes,no,,6,may,100.0,1,-1,0,
32.0,admin.,married,tertiary,no,281,yes,no,,6,may,226.0,1,-1,0,
45.0,services,married,secondary,no,1259,yes,no,,6,may,507.0,1,-1,0,
33.0,admin.,single,secondary,no,101,yes,no,,6,may,392.0,1,-1,0,
34.0,blue-collar,married,secondary,no,848,yes,no,,6,may,684.0,2,-1,0,
41.0,entrepreneur,married,,no,89,yes,no,,6,may,333.0,2,-1,0,
41.0,blue-collar,married,secondary,no,140,yes,no,,6,may,311.0,3,-1,0,
35.0,admin.,single,secondary,no,148,yes,no,,6,may,128.0,2,-1,0,
40.0,technician,single,secondary,no,200,yes,no,,6,may,322.0,2,-1,0,
60.0,self-employed,married,primary,no,46,yes,no,,6,may,202.0,4,-1,0,
47.0,services,divorced,secondary,no,201,yes,no,,6,may,92.0,2,-1,0,
46.0,blue-collar,married,primary,no,530,yes,no,,6,may,739.0,3,-1,0,
31.0,blue-collar,single,secondary,no,0,yes,no,,6,may,273.0,2,-1,0,
,self-employed,married,secondary,no,1,yes,no,,6,may,260.0,3,-1,0,
29.0,blue-collar,married,secondary,no,43,yes,no,,6,may,268.0,2,-1,0,
31.0,management,single,tertiary,no,-173,yes,no,,6,may,396.0,2,-1,0,
38.0,management,married,tertiary,no,389,yes,no,,6,may,262.0,1,-1,0,
