brand,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti,Wagon,2015.0,290000.0,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Toyota,Corolla,2012.0,550000.0,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,5.0
Honda,Brio,2012.0,265000.0,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0
Maruti,Baleno,2018.0,830000.0,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Tata,Safari,2017.0,800000.0,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7.0
Maruti,Alto,2011.0,160000.0,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Renault,KWID,2018.0,335000.0,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Datsun,GO,2017.0,329000.0,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,5.0
Maruti,Vitara,2017.0,775000.0,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Hyundai,Xcent,2020.0,524000.0,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5.0
Maruti,Alto,2015.0,245000.0,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Hyundai,i20,2012.0,275000.0,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,5.0
Tata,Zest,2018.0,520000.0,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0
Nissan,Sunny,2014.0,550000.0,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0
Ford,EcoSport,2018.0,910000.0,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5.0
Nissan,Micra,2015.0,300000.0,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5.0
Maruti,,2016.0,350000.0,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Mahindra,,2013.0,900000.0,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,7.0
Mahindra,Quanto,2013.0,300000.0,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7.0
Maruti,Ritz,2010.0,250000.0,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Hyundai,Creta,2017.0,1100000.0,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0
Renault,KWID,2016.0,270000.0,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Maruti,Ertiga,2015.0,640000.0,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0
Mahindra,XUV500,2015.0,650000.0,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Maruti,Eeco,2017.0,409999.0,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0
Hyundai,Santro,2011.0,165000.0,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0
Hyundai,Accent,2007.0,80000.0,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5.0
Mahindra,XUV500,2012.0,535000.0,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Toyota,Innova,2013.0,700000.0,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,7.0
Maruti,Swift,2013.0,550000.0,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Honda,Amaze,2019.0,680000.0,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5.0
Hyundai,i10,2009.0,200000.0,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Maruti,Swift,2014.0,500000.0,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Ertiga,2016.0,1000000.0,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0
Hyundai,Getz,2008.0,110000.0,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,5.0
Hyundai,i20,2012.0,320000.0,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5.0
Maruti,Swift,2015.0,350000.0,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,5.0
Tata,Indica,2013.0,170000.0,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5.0
Hyundai,i20,2017.0,800000.0,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Maruti,Ignis,2017.0,500000.0,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,5.0
Tata,Hexa,2017.0,1380000.0,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
Mahindra,Marazzo,2019.0,1300000.0,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,
Hyundai,Verna,2013.0,530000.0,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,5.0
Maruti,Swift,2012.0,360000.0,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Swift,2012.0,310000.0,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Honda,City,2015.0,725000.0,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0
Maruti,Swift,2012.0,340000.0,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
,Xcent,2017.0,550000.0,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,5.0
Toyota,Fortuner,2011.0,1150000.0,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7.0
Tata,Tiago,2016.0,380000.0,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0
Nissan,Sunny,2013.0,350000.0,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,5.0
Hyundai,Elite,2019.0,610000.0,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0
Maruti,Swift,2015.0,525000.0,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0
Toyota,Innova,2011.0,480000.0,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,7.0
Mahindra,Thar,2017.0,780000.0,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6.0
Maruti,Swift,2012.0,320000.0,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Maruti,Swift,2014.0,375000.0,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Datsun,GO,2019.0,300000.0,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,5.0
Hyundai,i20,2015.0,500000.0,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Mahindra,Scorpio,2011.0,404000.0,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9.0
Tata,Sumo,2015.0,500000.0,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7.0
Tata,Tiago,2017.0,350000.0,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0
,Zest,2015.0,380000.0,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0
Hyundai,Accent,2008.0,114999.0,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5.0
Honda,Brio,2014.0,335000.0,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0
Hyundai,Grand,2015.0,465000.0,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0
Tata,Manza,2012.0,290000.0,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5.0
Maruti,Alto,2005.0,110000.0,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Tata,New,2011.0,450000.0,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0
Mahindra,Bolero,2009.0,400000.0,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Mahindra,Bolero,2007.0,210000.0,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Mercedes-Benz,GL-Class,2018.0,4600000.0,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5.0
Maruti,Omni,2016.0,220000.0,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8.0
Hyundai,Grand,2017.0,450000.0,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0
Hyundai,i10,2013.0,,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5.0
Maruti,Swift,2016.0,,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Hyundai,i10,2011.0,265000.0,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5.0
Maruti,Swift,2012.0,330000.0,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0
Mahindra,Bolero,2014.0,509999.0,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Hyundai,Verna,2014.0,500000.0,70000,Petrol,Individual,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,5.0
Hyundai,i20,2015.0,525000.0,50000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5.0
Maruti,Baleno,2019.0,675000.0,16500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0
Hyundai,i20,2010.0,300000.0,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,5.0
Maruti,Alto,2005.0,90000.0,99361,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti,Swift,2017.0,650000.0,25000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,Swift,2014.0,409000.0,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0
Hyundai,Grand,2015.0,395000.0,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5.0
Maruti,Swift,2014.0,400000.0,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0
Chevrolet,Beat,2012.0,120000.0,60000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0
Tata,Tigor,2018.0,645000.0,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0
Maruti,800,2006.0,81000.0,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Honda,City,2017.0,1300000.0,30000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0
Honda,City,2017.0,1250000.0,33000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0
Maruti,Ertiga,2013.0,535000.0,90000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7.0
Nissan,Terrano,2014.0,555000.0,80100,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,5.0
Honda,City,2014.0,725000.0,120000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5.0
Renault,KWID,2016.0,229999.0,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Toyota,Innova,2013.0,800000.0,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0
,Wagon,2017.0,409999.0,47000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Hyundai,Creta,2018.0,1210000.0,25000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5.0
Tata,Tiago,2017.0,400000.0,26000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Hyundai,Grand,2018.0,520000.0,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0
Maruti,Baleno,2016.0,650000.0,50000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Maruti,,2011.0,325000.0,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,5.0
Maruti,Swift,2012.0,420000.0,120000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,5.0
Maruti,Swift,2014.0,400000.0,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Hyundai,i20,2010.0,254999.0,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5.0
Maruti,Zen,2003.0,65000.0,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5.0
Maruti,Celerio,2017.0,351000.0,36000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Toyota,Innova,2007.0,404000.0,120000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti,Ritz,2011.0,185000.0,185000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0
Nissan,Micra,2011.0,250000.0,50000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0
Maruti,Zen,2002.0,60000.0,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5.0
Hyundai,Verna,2013.0,500000.0,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,5.0
Maruti,Zen,2007.0,85000.0,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5.0
Maruti,Alto,2005.0,85000.0,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Maruti,Swift,2011.0,265000.0,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Maruti,A-Star,2010.0,130000.0,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5.0
Maruti,Ertiga,2013.0,480000.0,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0
Maruti,Swift,2008.0,170000.0,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,5.0
Nissan,Micra,2011.0,275000.0,45000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0
Maruti,Wagon,2005.0,89000.0,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Ford,Figo,2010.0,170000.0,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Mahindra,XUV300,2019.0,1090000.0,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,5.0
Hyundai,Creta,2017.0,1100000.0,67000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5.0
Maruti,Swift,2018.0,610000.0,52000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0
Datsun,GO,2016.0,335000.0,40000,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5.0
Hyundai,Grand,2015.0,434999.0,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0
,Fortuner,2018.0,3000000.0,35000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,7.0
Renault,KWID,2018.0,,13000,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5.0
Honda,Brio,2012.0,325000.0,40000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5.0
Volkswagen,Ameo,2019.0,640000.0,10000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5.0
Nissan,Sunny,2012.0,450000.0,9000,Petrol,Dealer,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0
Toyota,Etios,2013.0,400000.0,70000,Diesel,Dealer,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,5.0
Hyundai,i10,2009.0,215000.0,60000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Renault,Duster,2014.0,570000.0,40000,Diesel,Dealer,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0
Mahindra,XUV500,2012.0,680000.0,93000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Toyota,Innova,2008.0,325000.0,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7.0
Tata,Indigo,2011.0,,50000,Petrol,Individual,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,5.0
Hyundai,Elantra,2013.0,690000.0,68000,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,5.0
Mercedes-Benz,New,2013.0,1550000.0,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,5.0
Tata,Nano,2012.0,64000.0,18000,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,4.0
Nissan,Micra,2013.0,250000.0,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0
Maruti,Wagon,2005.0,65000.0,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti,Swift,2016.0,550000.0,60000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai,i10,2010.0,140000.0,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Renault,KWID,2016.0,300000.0,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0
Volkswagen,GTI,2016.0,800000.0,70000,Petrol,Individual,Automatic,First Owner,16.34 kmpl,1798 CC,189.3 bhp,5.0
Tata,Safari,2015.0,503000.0,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7.0
Volvo,XC40,,3800000.0,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5.0
Toyota,Camry,2016.0,2000000.0,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5.0
Maruti,Wagon,2013.0,225000.0,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5.0
Maruti,Baleno,,740000.0,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0
Honda,Jazz,2016.0,550000.0,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5.0
Toyota,,2013.0,750000.0,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Maruti,Swift,2019.0,650000.0,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0
Toyota,Etios,2017.0,625000.0,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5.0
Maruti,Swift,2018.0,600000.0,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0
Hyundai,Grand,2017.0,450000.0,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0
BMW,X4,2019.0,5400000.0,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5.0
BMW,X4,2019.0,5500000.0,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5.0
Honda,Amaze,2019.0,779000.0,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5.0
Volvo,V40,2018.0,,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5.0
Hyundai,i10,2010.0,150000.0,106000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Honda,CR-V,2009.0,,120000,Petrol,Individual,Automatic,Second Owner,11.1 kmpl,2354 CC,158.8 bhp,5.0
Maruti,Swift,2015.0,480000.0,90000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Hyundai,Verna,2014.0,535000.0,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Toyota,Innova,2005.0,250000.0,240000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8.0
Maruti,SX4,2012.0,300000.0,100000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,5.0
Hyundai,Verna,2009.0,340000.0,214000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,5.0
Hyundai,Verna,2009.0,340000.0,214000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5.0
Maruti,Alto,2016.0,,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Honda,City,2018.0,1085000.0,1000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5.0
Maruti,Swift,2017.0,750000.0,19000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Tata,Indigo,2012.0,95000.0,265000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,5.0
Maruti,Eeco,2020.0,409999.0,35000,CNG,Individual,Manual,First Owner,20.88 km/kg,1196 CC,61.7 bhp,5.0
Maruti,,2014.0,215000.0,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5.0
Mahindra,XUV500,2016.0,1290000.0,50000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0
Maruti,Alto,2010.0,150000.0,80000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0
Hyundai,EON,2013.0,219000.0,50000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Tata,Tiago,2018.0,325000.0,100000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Maruti,Eeco,2013.0,260000.0,120000,Petrol,Individual,Manual,Second Owner,15.1 kmpl,1196 CC,73 bhp,5.0
Honda,Amaze,2019.0,700000.0,40000,Diesel,Individual,Automatic,First Owner,23.8 kmpl,1498 CC,78.9 bhp,5.0
Hyundai,Creta,2017.0,950000.0,45000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5.0
Maruti,,2010.0,160000.0,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Hyundai,Xcent,2015.0,409999.0,135000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71.01 bhp,5.0
Toyota,Innova,2015.0,840000.0,120000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Toyota,Etios,2013.0,450000.0,67000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.1 bhp,5.0
Maruti,Swift,2017.0,900000.0,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Toyota,Innova,2008.0,570000.0,134000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7.0
Nissan,Micra,2011.0,254999.0,110000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0
Maruti,800,2009.0,130000.0,40000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Swift,2013.0,530000.0,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Volkswagen,Polo,2015.0,520000.0,110000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,5.0
Mahindra,Verito,2011.0,229999.0,170000,Diesel,Individual,Manual,Second Owner,21.0 kmpl,1461 CC,64.1 bhp,5.0
Maruti,800,2004.0,81000.0,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Swift,2016.0,600000.0,47000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Hyundai,Xcent,2015.0,409999.0,93000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,81.86 bhp,5.0
Maruti,800,2010.0,120000.0,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Celerio,2014.0,320000.0,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Ford,Figo,2015.0,292000.0,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.05 bhp,5.0
Tata,Safari,2012.0,390000.0,80000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,7.0
Ford,Figo,2016.0,550000.0,44000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5.0
Maruti,Celerio,2014.0,385000.0,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0
Hyundai,Creta,2016.0,800000.0,25000,Petrol,Individual,Manual,First Owner,15.29 kmpl,1591 CC,121.3 bhp,5.0
Maruti,Swift,2019.0,675000.0,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0
Tata,Hexa,2018.0,1525000.0,50000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
